Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted,RAM_Encrypted,RAM_Decrypted
Acer,2.342239479427767,16,1000,15.215841235149371,3.419082510029062,31985.34781522652,faf0c0d956aaed67920857271063345a8c89f134fbe2947df3c58970d8786b3b,gAAAAABn1x_lrJ2pvAySJiAUe5gEQilEYIr7W-QQi-_tsDMb-eRY-G-dUI3hfY0w8gxXMl4Ood-43LFTOYLGsLr0vgfXYmbzl0Q9sNjnDz83WW0_l_3_glk=,gAAAAABn1x_lfMkiiuKTp4VordeWVzxGKut6CGVruw0ESO-JVdTP85OqEJTC8pssdjb5oQIjK3WWfVC6DQ-b5vZqhuaYPDBHww==,16
HP,1.9552947892217485,32,1000,11.399165649265132,2.129945819762936,32500.15629105084,b1afa5f35b711950b38f7c3dcc1fa0c70fe6531c2d1a20f5bd329d9b651b20e8,gAAAAABn1x_lqTwu81CIKgVmMc5tmQZnaD478pcj3JHhc135YTI2yFtaWrxsA_wohwkglOrE1Kj2du8cL8EFPeQYr01xzKPgZ33Qdjj8th-oHgmVAqQRBSk=,gAAAAABn1x_lPXGuxFcdci1D55gUo-MxeeNj2sUuO6U_i6ryKNQbaXWYa1WADCXWr6kiY_fojQjZLNtHv0TbxVtiWs6j3KSWRA==,32
HP,3.4742462678561976,8,256,12.38476792355919,4.0980183987579295,9494.43894222929,6469f4874b7329f418f2725eba381faa6092c2fd998cd75437ac6334a2663eac,gAAAAABn1x_loBrx2MVgMpiAdY26uWjqY8BVuQELgMGDK8xtw-IrwDhKd3ZYUbBC0-cv0EF7YQ8SxO_r57W6RwEvRP8_2e_JP8_tsHmF57UU0jIhGk95bQ4=,gAAAAABn1x_lgZ9FmeK8sz35p_y9KGaMJkSFJ_PgW-_FBPfgrM6RiVKd6Mgsh11iCpxDepyv5AuCqlqSe9ntcZNbS0qsaLCGYg==,8
HP,3.14676943875219,32,512,16.4940333935699,2.9916830069188727,18033.226295151348,18d1144783ed486eec0cce6daf90894ce6f32482f833152192368d444dd10a52,gAAAAABn1x_lEDzwp4aZAkl9yAQlkZP5A2mhtVDXCyaM5ps0yMiU0uUxLNfQX5wWQmOm8wo_boAX2wAL0vpuBOZpHJsQiUf_-t4nAGbHgBhbGcUZWwTorGc=,gAAAAABn1x_l0EnLTwx1HtVxXniWolOTxjzefmW4hkMzoc-LqhoeQP8eeWPwUVNauPUiRGEo4rt3AoqKjrqfJFGbTYsizYU4Hg==,32
Acer,2.745489291132848,16,256,14.69788695339738,4.23421018348763,9848.92119756115,58f74e0f418bd14e174e0f28057ce0316821dae1aef4d517f7e7ece00c820e63,gAAAAABn1x_l1R5CjxS_b_tkhvqqbCI4kAidbqu6fUY2xNiSj8W5vgkr8kOnPtDqSIBeXVHU1k12-eEX2tw1jkGffzRfSw2h1Q-R1fuV4TDCXkeoFb8lgSY=,gAAAAABn1x_l3Z1OODt__1mjPaI5BM8DxcjQ2CgebtsVkxxH6OoIE2nFofdEi-ValRJsj9nrOr_v6baW4bhyo1nV8MT9PwokMg==,16
Lenovo,2.8884088773440784,8,256,12.47771611286319,3.2372091814035984,9048.60910679841,86ada95f3ab612a2df719db55c6d9d5de3039c843b5bc8a9fd40fb98bab1c522,gAAAAABn1x_l3zXtzzjymSgkcDY-CdiZkpjYC1kmK_AnDlUP2bZ0M_FfSzbM2WrOpq4I4JA82Od8pETG8VF0gwrwGw3tnxbditARjp2nqJjPmzny6RQsBFc=,gAAAAABn1x_ln0FWBo00Y9opFngpnT8vuAAxy7BiNf2LAIjJY_YlQ69Cs8i5pz4s-1zi2WN4wIzq68SKBqG95vpz2s1pnG2FcQ==,8
Acer,3.29800444568066,16,512,15.14407862688804,2.587266819216874,17515.91518148312,37335fa37ec7040365eda70810b6b3a353f91bc29783d61e755a3448e87c5046,gAAAAABn1x_lMZ6ORX9AIifDF8ixhm6GaK-WBh-7YMJM7FA4d67dpi7PnRNF-7GRpdnLVPgTlHRef-Ica84eUF5HRvsJrCiKKQwtOuFXHQVFfs32Svs_rK4=,gAAAAABn1x_l-NVW1a7bNFu4hx2r47hHYxqIMLPbbYCgzgrETUyOraWPDhDjBDOoobjY4skFPd-YGjl_5tjXfcXY-H1Bqvj_bA==,16
Lenovo,2.071136853328247,32,1000,14.580658519770138,3.539525246846108,32871.26550348876,8e58ad4e579499515ecb9558ca5064dde7ba60c9fd99e7830d921738f23693fc,gAAAAABn1x_lq0wXTaDWLWx3pgImRoIJxiUU56Geb_k2_wILLt062sDct6hl4LCUOgXbYAqX34aPN52G4meZ_Fp4H-ig3jV0vgi46aZbAkVdj290olC7tXQ=,gAAAAABn1x_l0wTUm5PDmj4mwEChjQ_rvEoMLIxNpgvDt_UJvaVM7niWkJn5B6pXU1jx6GQaQ8lQnxLS0m4xPnfstHlqQf0mCA==,32
Lenovo,3.990834790141855,16,256,14.00945419950769,2.3915136789123195,10192.670247531909,6f748f768537a8c2d6364546b2bbc7b1b9fd45273c65e24712c2bfc106162f37,gAAAAABn1x_lRXHp7BQdUQORSE4Da0P8I5yLxqI2Nzp1q8dP5pzo6EI_nxV52xNKpmUrnzjoC6sdJ1JolKtcCQvGm7cBWijmA3ne_wlG-mEXroJQfT15vvI=,gAAAAABn1x_lOZ-u24ls1oj8C4wjaKa5d3CmhLiUk5Jdl4vHCL1L5TRmDYfn4qHDdX28YN745JWgcqhDsmNhSpfFU6NP2yW39w==,16
HP,3.936982905366958,16,1000,16.857121849928504,3.3216174796189843,32525.79468505247,80184b21b735b1cadb446704ed18f88823c2e3b033007552b3af9ffd59dcd7ea,gAAAAABn1x_lji97MyRZCAlLqGJ3JQSJ9tKmd4ELo6j0BLuU6JcfYMK25KT9DG90UOiMvdIhrO1ZfhSmLiAI65CeomOx50jZdGt6eUcPXXX5kTkovTN1vQM=,gAAAAABn1x_l3yGg9bM8V1z2K8VCBPQp9Bxx7HoPxwsG2IX8gn_D7bqrQf5U_jpVVQx-vZHgDqNpbFfNybNVSel7REKix-esDg==,16
Asus,3.1258142158673423,4,1000,15.100722664445051,2.95191643226146,31661.60491503453,01b0b72742820576222e13991d6253d57ace4e8d5b05cda685132a0eb45e4149,gAAAAABn1x_l0WzzeD8AX9iGRoDQQYh3fuUFOQLG4GAe4-vbau9pkl6VIhoP_vRczSorijewJsq4auWEQy4ZtvVhbj7P_wx4hggRBERG947MnfiBkNA5Dys=,gAAAAABn1x_lPyORWKdW5Yn7Ncp8srwZ76GlmPKL0dr22YMRi7JcTFEhsABraNKy2-LKd7S6iP6MFHv_xnOxCyNDsjnR1EPSfQ==,4
Dell,1.9988561273228629,32,512,13.252646658007476,4.7358787525989,17853.61070804924,149ca939a69aee5f45380f276b032a72fe3c68b2c1dbc2b151fbe87a0a7b9c82,gAAAAABn1x_ldWxaz6wcu0TxCuiaD5AkS6icyoO_1c3BP_6CwomhlCUNY_ZE4Uf_HhaEobd3tOdRodTSvoXk5pBBc112eV2Ijk1N8pTbwczIw1d96mxyZTA=,gAAAAABn1x_lacQz9CVpLUPttyOpnegwyMf2x5u_vBsiLi02uMgp3nvYtd96TPg8l8sFJMhRWETZvXBIO0c_VfkOirURBlVhiw==,32
HP,3.2005706060782284,32,512,15.800440592461207,2.18278616516216,18590.4167423866,8f78a9537364789ae6becdd92004ca179d9a8a7e91eacc9298555d39853617a4,gAAAAABn1x_lVB2XQWYUJEGZjsq22OI0h_nxiAuZCCTJQhfIiaVpm51V6xg4VqJcQQF2QH-ZHWQmLwiEGAADiTje-PREuHOwQhGc7xEOq-0CkCqILbrkZv8=,gAAAAABn1x_l_vkSkMosdFgu6GVIQ7h1lLF4YqMXf1DYwPur5SAvZhHHnkiZR4B4UqLpiEQJ3XQec0Buj81RO5GoX9Ls5RdmPA==,32
HP,1.6804960224479395,16,1000,16.307499757527125,4.082052242317226,31702.148404315936,4bba11ebfb36bc36bc570d501fa48ddb14d8ae119229fbc479782d8b9a70bf1c,gAAAAABn1x_lhzfZ2kgK2vm6uqwuslhcasq8WkX_IsopHOjYgPehSPckicBnd1SaysLEAUM5xGQTREUwCqU8PbEcJb023KpU6Fv6NmoVrfrUFr1XmMCbYBg=,gAAAAABn1x_lA1C78TjBMkNnsryywvXA2O9u_-idboY1rvmDbcuaFOXESpsI514G3CkKzsPZefyYBOJDb0n9Fw7xhApKjMWujQ==,16
Asus,1.5766312555145152,4,256,11.751323357100988,2.548253497962308,9123.785347356164,daaf050905a0ece98164d16b722a8830ec40be743bb633198f178b68f4b6ac99,gAAAAABn1x_l56QgB6AEoVsPTp0s8qSWZJuMmOqRiGDvFC5W9NCRpM3EqZeGaZC9yreSAC_ge1ZFP7Zqb17sxabgjUCC5W2r-CTxbiPQ7FRjhuNF-x2XnPg=,gAAAAABn1x_lT6AlNYCAAIl0oPboPJ21ur4saLm8S-w8AL2nYGzvyN_-nfce2pPQsC5x5BKS5pjgJU3GGmWvZakkqG-BMQaJaQ==,4
Dell,2.1442072212780343,32,1000,12.2033178670716,2.9571352229967194,32868.877400863414,44cdae506308b2625c2195944ea54745b4442be34a5a3d24f55d39506863cf54,gAAAAABn1x_ldm9KBg0PnKO29wNESY9j5G_nf6VsYinWVPfvDMUIrJx8eFH5I7-G-gHbwlMmZ_EADF6tSRN07NO3maGJir5A-Bz64DlFyRCv6LQ1mfTabbA=,gAAAAABn1x_lk4hKOKkrEQRW31aUWSWbJJtJ5d2r7DncvRPpb6Y2WieAf_djhWyEJT9aT6ukQ37G2lbohvJHUH8EhEHiWAKY2w==,32
Acer,2.656557391848291,8,256,12.297362054766678,3.246542189186198,9596.573600521036,3c7966fe005d11d81caaf93320b0c460d3f0059bcd8fb1b44a9f56b74b14eadc,gAAAAABn1x_lHKCRzCQ2LNTmRXjj-hbwOGe2Cgvv6Nl7f2DgAQzzBK5QlNAH-huXqjPqWgBqPAwEZS3QMlDqf4tdu8g91PoNN5k3yTJAyqDPXh03w6r16iw=,gAAAAABn1x_lqB_hHKgs_8HcwzjvXDnA0PG6nSc-jB_Ot0_POG-6bAix7R5XRDyYXV3rKz_weKCSC0ObqdYruk1yub1ryBueLg==,8
Acer,3.670681263520952,16,256,15.147270856319242,4.7240452681249225,9974.814913952585,12c4e6c7206e670fb946aa24820ac7d130fcd4d2756ed407e6a32c340ddd5c12,gAAAAABn1x_la9RpO7ma71qUHVTbuEUM9UdLvzCwFOALxZCQWwfI2oR9MSBvBkZlKnkxp9woW4aEWyjApmQyCyk6pggLTnrKhLHtXgUTx3dwQack96d9Vic=,gAAAAABn1x_lbPLRJDDtaBHfKTeXiTfR0JRFQrjStBahNQRiTovPs-IV0aOIzG2HbQ1Z-Hyjh0VKq6ldI4TcqY69YMg-Asqjjw==,16
HP,3.31792267441577,32,512,14.6182373303197,2.7277347982214755,18224.91911206513,ca94fb912858ffe26d06fcb38a66c740f72bd795545387399aead18064331869,gAAAAABn1x_lOegkg4obMMz8x8-XcdAdtxpeJuw0IKyFUbiQEXRJAEevaR7lRjaXfoUv9WDLw-88BzYUieoR47y4fheLjan4mqhKynDxDnWdMA97yhMu0E4=,gAAAAABn1x_lGtvqMWlR05znU9A-m6Wz4DX4xfYiyc-uBQmlgdTTkL5wrfdPhX7cLpZJEGKttHZ3X14DgEhr1aaWwfG87FJiQw==,32
Dell,3.3567663029999526,8,256,14.71394938819153,2.2739264076340104,9264.36247945563,805cfb23acfcfa4774e2719ad366c467053bdc799a653161be72fbc160c02ada,gAAAAABn1x_lgK0561d2S3xOG0MT7gYORJQduZ1FxO14IWxkcbo0-rMUwvC6wHsYROkOKE8xppXNs6SIIx0e3LE7xeywpZoGzTDy8WdeUxOgox4yJ-0Pmtw=,gAAAAABn1x_lkmGo2bxyeEGpF1f7Y4Z2Av8d5I6ygO1uKohqVEcFIw5Rqaeunxw-2ODZufrLY1ompBMIPFjyJy6-f8A-wo0pyg==,8
HP,2.5637333361201886,32,256,16.644639798137007,2.956068811971571,10359.762908152476,784b60ad9c7d9500c91528afb6167394badb1d78f237b9499e989b571c75394b,gAAAAABn1x_lZaigiW0gU4m19_cvKCP8tX20hIqHdpSXbYg-SDJW_olbzfD1B_NnsveovWVJeiaH-OYO9-r5OzoNPKqJEweQGVF_qVNqlvZMt_l0qA32HfY=,gAAAAABn1x_l_zUVfg6wPqLsmrGRIwl5qOAaJVSTVASltJhBo-E5W-l9v24DrRGEZXyHmekXIkliDVx5Lh4yfrI3knBMn6I7cQ==,32
Lenovo,2.364837481367408,8,1000,15.655469196843836,2.3140279116066003,31335.581651372893,a917a4d567c00a3322293cf05f0b90e8a227ea1ede4a64a231389199db1539f6,gAAAAABn1x_l-W6sRKgcBCsS1FaidADLek89ftHFpeCKqLQ_4RBLYVmQmVZa9Ezl2XVc7MHt2tvVrElp7V3tf8Xzx1KwLPdR7qoYjnOW5lkN46Ncd_KGi6Y=,gAAAAABn1x_l1vgGCHPteC0e5m8v_bcLAJw1-Euv9kkwFXqreiURsX2xi4WBsZDGtM0o5anzIlTzGHQsnNxuq8Dp0bunv-x6Cw==,8
HP,2.4275969074615067,16,512,11.7676215470707,2.3857894578816574,17545.41450124221,04241267e4f39ae0096fc1f30d269bdfc93afc5d8b9148ca8fddf34911f337cd,gAAAAABn1x_l5BjO_ydyHpwo83EnB9pomxf3UUSJwHgY6OXAf_yS_pcUuUg0xz62MQgqSyTLCXP1eY_0ohjxOxxqE8cnsFAkaZMrpjkdNE007UUBIsTr_38=,gAAAAABn1x_lXWr8kELGkUZqdhO3_kBwMaoAZZLcNvhjst8H_-uBpDaEQ1LUu3H060EaBozYGUSkKtRuKXes5tnwwrC1FGc8Rw==,16
HP,3.9691239093401447,32,256,13.085042494551086,3.72155179392508,11011.79350442628,8613887d3ddbee16a8085192edc1c17da0fab8e6cc8fe7804fc071cc9d807d38,gAAAAABn1x_l3KRrBVp0Pf2Jzwjnayr-Vq92hO7C8No09CobqeuNpb9gGJ4PNssYMYslfdTFemMvviWduhOVAePXFyElMxeS7oEQkTTQeeBkcP7IZ88eStM=,gAAAAABn1x_lRwJdZslapfSjG_qOUXziQhvWvwiqwfqEAf4rDE500smtiDth3bgN-ePAWXOubDR9E_Fgd7d7ThpldRw-P29Bjw==,32
Acer,1.6002729785312062,32,256,13.612361877054417,2.18270579929848,10461.214760305716,8ff098d5caccbea02645def683c5e246d4edff5015364fca59d1769e4e226246,gAAAAABn1x_lwE7ozYyclIbh3v9oY_3zENDkYde850uTZoOS01PhMuINwl0ZJ4A9SAd5Jza1_H_rD8nU4CNlftbxWKqRfcIRZdklvCA6jCMV0xX004-47Xw=,gAAAAABn1x_lBWg6oW3g-PtVh8uu8qwQBSLjVRb0f5KhUP8kVp-3KBWjowfSrUewWSqV5702JtYlxgCbdYq1KqFoxN5Ba1QD2g==,32
Acer,3.6675787403061215,4,512,13.375769532485627,2.0927926441806983,17033.495029854475,09e3aeefee5aa875b66db2a06d9f950885f45bd321c275b638c61a8cd22544f6,gAAAAABn1x_luSW9GJV8L4Dkn8v6nWcoxB8WLDdpwbuz45CgsrJi5-xpbbZM-R3oSXjMHydgdNNPLb_g63Wc3_AEggC02ulIfJ98o8jaiS3gKjdo6ugAb1I=,gAAAAABn1x_lgnzRGidx9ejzb2VqKasmnU7se5GCSBuvP4lOLTxETM8ri34F7O1UQJtODS0JcU4csfYLMoLf_fmGVMRdYAsLbw==,4
Acer,2.946688521430984,16,1000,15.015851654971277,4.143242304411493,32560.41420163401,e13d54d49dd0a76a8f47a654c200502a5a688473d2be8470703131f3edd8d00e,gAAAAABn1x_lQMjhbLPyAzBOrkVoUjHWJ5NC6Ve7DdC6R-vlmGF_Zn6r-u0nJ0lXhkFM8JrcZQpPCEcxphsFYNGefQfmlQ_xLj5m_FY1LqSLnLcAlEzG8dk=,gAAAAABn1x_l-SBqna-LJNKTGboiZ4E8ezhfCcuVNCsFBl25DxMY9kPecJuRFjg04vxumL19WK2wiUmMZLwGysUiva6YGc1lcA==,16
Lenovo,2.596538547973976,8,512,16.351358619539376,3.0849412845231337,17055.855772547548,82d3cd5eb47b4c9f760a7fdca8939ef00dba6161b71b1ca3cdd6abcb2ff34d8c,gAAAAABn1x_lLCwrwVYBP4g-YPzY0_KO4YCbCPXIyyIOnooe9cPBC24nbztQ_Aphrq6i1U0y1SgjJ4KYMCY8H-Sc22maHg9CGuqrLnkPx4FJc4a51FNpmkM=,gAAAAABn1x_lqU4BnQbkHWORAcYzkzGhQqSyOZkRcraJLK61RjTn8mdKt1F1qg7yT-bax401fA_o5Lokt0R-6d5Lbv1peVy-_Q==,8
Acer,3.313144151037841,32,512,12.836308781136728,2.37612604770162,18399.77710698207,071faafddd4984c7485c4a68e62fb7a527654b1ac1f0a6223de6e825ca71d1e4,gAAAAABn1x_lbBYcmPlUEcImy1cL4xlWOW6MCM3lWhMDKKsQerH_eKTz_nWDMwfQL8G49xPh4MVnXgc2aZnhimoK6kXXh2EkWFX_F1QfcdlpPw28nGbM2O0=,gAAAAABn1x_l0I4zZyC4K9VPzsm-k-_gcaeqTYsFp-pbt-XDBrN8hNZ4tohO9kby0vyJkv5IO6Z-aZXj68OYDfW6Z-4rAWewdQ==,32
Dell,2.716672353561757,32,256,14.311262818527114,2.760838312579125,10572.38104129128,d2990a597458e8995704e4621c9f087646f4644235d849f16c6663cf71bb4f06,gAAAAABn1x_lkhQqOjptX1rTUL_d8I3TbVK8lgncwnsHK57u6Waf1RDPh5-WBO0pfGqsI88RJ7iuV-FrSMigChYKMcluKe3TR7vydhsmIzvQdHhWkKRY3dc=,gAAAAABn1x_l8mdRKdve-5xY6FrQJuRHsIeNlTXxmrx4Rd2HVwpzqTApUvI_YsNAQjhAI0G_1cN5qC4KZfdhw-bPt3Qxe_Q8Pw==,32
Asus,3.6835580952041513,8,256,15.736456531481512,3.926259522057197,9524.516541157198,679f433104ac986a6288d7554d4ee60d3bd3c74af937181ad453b2cddb5a22b3,gAAAAABn1x_lC6lOCbdClgkv6p_h61KY4i3vUjn9JT3iXxICFB8a-CjMJh-aeRXOiRm8n9eslNOhezAf2cH5h0Nm7KoTWGFEnpi2Jz1qB1SNhl8iy9JsK60=,gAAAAABn1x_lG9eiFkpIBCzvfgfppfJYtjc7ynCO17UVbpnrwqtzr8mFgD3lhfr1UHkXzQzAF3-1O1jtecDJ9FfgazadKKUWCg==,8
Dell,3.7517546600281455,16,1000,13.497308353072096,2.8266097014225533,32418.225900019068,b9bbeb156995d6790d2f2f910d50a69e770acee3e288c7a70d54b715e30a2bbf,gAAAAABn1x_lkR8nm5orN2_3jrvWaSP2iGtg2xM38ISPzFjuN-1Vv-fLQNvVZ2xMGu2uwME6OM0OdJeOD8Ec8iwVVNku_NR102lix6eakFXRMDWmcChYluo=,gAAAAABn1x_l8cpjPJCKRbWKKQtqzMko4bXQXt3nW-myVjUKvb__XDfXJ4nDL5PYyeGfqf6k9GTOLKyGjideqPOhUjyzIZ1mhg==,16
Dell,2.5543023171836383,4,256,12.008708770395774,3.483563375361224,8969.499667250127,f151050d11f5da399aed999ab65970a2f9178f7e767db8e3323272b7b8969b88,gAAAAABn1x_l22GrtfTaaCxUOEBIVeNb-ICoudTOLKjgQ1Y5iIrB9obi8Kge7kbmuhWAnfbZWMCmnHUyt_4mnEv-X6NELnOvxbga4uUFkW0w-ZfEtYiqmEQ=,gAAAAABn1x_lpUU9fj17iUSyvoWcfSpO6YSGGpkwA9SUPj_dsW573nI7pQzCfRmZEkw1DJumCMB-msITCLy0T0jfYREvmwV-GQ==,4
Acer,2.192069493087629,4,256,13.84970579158249,2.3650859201800167,8931.64158994445,60d0bd2f1ca210dfe2cdb9b26c53dfc62debeab7d2b30507152c2323b68bad98,gAAAAABn1x_lL77bFCXnnKldffVayu_GZ4ZJ8kaaBl3vPEzbCxQ7DgcUPjzqpjHNTJ4SavbFI0zFNkV8RUQpxpORP9woN3_qhRj_Z9lYbB55DWs8joigJ-s=,gAAAAABn1x_ltqiSpbqF6RufxaDDhL3Vt5kBYszOEWCLQ_NtHxW9cFLie9VkwjVRc3H5dPr8H_z6_fKS_RwTjracaso922RT6A==,4
Asus,2.980875821483405,32,512,11.331335124458173,3.764280912816341,18381.45293473955,adb6991e86de001cc9d8e46a80af19c697a3a8ec18ef07d79e79821a5c13b67d,gAAAAABn1x_lfK4qmWydv8XjAeo8oGmEYHFTR4ARfLUduvrpNzaVaqsWIz6CRkG5n4g9VRr3raxFdzkjkAws3auRleuXSkv33mSwAavBWDJkBDoio_L4doE=,gAAAAABn1x_lkx-W6huPB3WUgy1ltgZBCu3zq8XkhnehbgDuzRmR2sCii0jmn9-mYROXJZ4wYJzy03VJRcN4w4RiyRCFhFLQWw==,32
Asus,3.780908364041728,8,256,16.65430072401366,2.948233051529792,9540.263683460851,1b01298cc8ddce89aee6b8dba7848951d8363ddccf5e304c45e82234c7f7f514,gAAAAABn1x_lLnUOX8WJOMccO-9147ma1Z4zSud8BZf3xe3JTZyPIdiAauIUV8VdfBdJGWaC-1l7EnyC8yoyfVAf1Ni_mvmx_eWRRZYxsS4T0X4i-xdsqEc=,gAAAAABn1x_lzfv05LgaZoxbZ6NTRW7DxM8bO-7LYkP9xabE7JP_a1EqNFHGJsTYbWsYB0P7G8At40HKPsDs8pUOjbeXcIZUnQ==,8
Asus,2.0266554725141663,32,1000,11.448927231169838,3.880905303586149,32722.19699170541,20f7825d4e0c1db34f1de2dc4432cdc32df14eb787a45028295c1b858fdba3c3,gAAAAABn1x_l4tS8A1QpXD93032HDnzrrWdhJVM7uugKiwtDD-5LqExfhwTx7CXVQ86pyZmmM6IB2VTnefL0SZ14tsX7uKZ0gmEOS2vWJiG4KZgldGuW7DQ=,gAAAAABn1x_l6VpvoPxSojcZWrCCzzbu0SqzhtBNNe9fnGfzaCTlBwne3PwlJ6AQ_q3nKRTickBg6_JES7NOMCoRJbTLYcToSw==,32
Lenovo,3.057416458908707,8,512,13.630740291503468,4.425184646912069,17031.580627189982,c4a795d8784fb3c5d90053405931340adac5b44aecaf956c743fc6d3dc16a5f2,gAAAAABn1x_lVqkHEa26G70feSVsKeahRes_ySyfKyjOFVUmv1TYCcGlBWuyNpY7ssSZLE-bDWo0LD7rLHqfzw5bMr1SV2qh1dgaQr4Mo_Z_92K71_5gVSQ=,gAAAAABn1x_lmvfwnzMrUb-xB6prlskqUJzwe5YBjkRodXJHtebhYeuM1ZICpovxbaAjkPY8wg2jv5MPH5xhkTckGB-esfHugg==,8
Acer,3.0789005502313014,4,1000,14.179287566531157,3.834939258169977,31558.706209149856,8cb2c0348c8d6b0cb07068e035a6b7c306d3e1ee725058eb2e85d5fe2b405733,gAAAAABn1x_lt_kKCh9eu8I2g7NTToElHWPPfeDIW7VXaHMp9VsMFKaVDa2RD2BjBjDAaSiaP8mJnKejuYEyz6bILjPBgtHSsg6MQ1qDWzAi97ku4B6cFA4=,gAAAAABn1x_lTPHvZbT1VFJMAF2UCVm8yqcqrG9Wk1FLA2PSi7yBXoB_qauaxXEBS6c5VwTSguP25Ne3b5uApmIKf90i38oy6A==,4
Asus,3.3327825560382025,16,512,16.911822993723714,2.887242687785062,17501.262720510942,0e777e692862ddf53185cb297e248fb9ae084db24d83ba671da126e5f2cf2801,gAAAAABn1x_l33Ifu8MrpxpBANuRxv81rh99KTodWdjm5rjHNdUqxp0tV06inEswLPUwFzeUxlUrmi92b8rpqKdCfHm2p3r8tfzEBYRcFD6nq8JchZdL7VA=,gAAAAABn1x_lH6pzoPkVJRlRplmC07zo7XCq0zH3i-ITkJfjGjXHlPTIfen1PBZ8c0i9E5AeREAewkoiaCI0DRkC_zKRdarUUg==,16
Lenovo,1.8289192128181493,8,256,11.996130941857164,2.7672311046449014,9029.916399804506,fddac063efdb69bd1f74089f18440689532bd54fcf2fff2eeb9fadefe67ec05a,gAAAAABn1x_l7KIFa1One3P5N-M04eRiWU8OS5DSccoXZYm9mIHKI2rL3MtG4AmJ1ryNZ5SZ2fYg4DBJ04-ENMxcnYpVl9mRD2BsfZ16UCGJfKPSuGaXH3o=,gAAAAABn1x_l6H3nA7pNDal1AM5C0whHWCaz1fx0VgJzWYh69G7oPfi1YHM8J__fIeEl-AXIjeKJxrxajiUYG71F8yEy5uxPIA==,8
HP,3.289562411705221,4,512,11.686589111674152,2.982262876200344,16757.87521145047,15a236af69030e499d232e5ca3de0947610d8fd17a43551cc983823b0a5cda80,gAAAAABn1x_lDWM-F97JuMIO5UQdogWsNGT5VVUN2SiQhpjjQaE2ZM9577C-nwt8kLOHarvrYVNm1s8Zk6kJIV-1qiPTjQJXjZfik3N9pGDwpihU2GduXtw=,gAAAAABn1x_l2-ReuhI2Yfkb3tUFqsyqZD-bOwxljLUsZAcoToVRSlWzncqkkahdJ68oeL9T8g_lP6HAI6aOtMDEGwDD88CpRQ==,4
HP,3.7725813016641023,32,512,11.05223688237526,2.4938615397095143,18579.28840455552,ec7918fc320afb624f8fcc2377c7038341a34a264b87e7fe456ce1cc296508bf,gAAAAABn1x_lRDY36falt2u_C5vNYxn-ZtSIFHGMGArK2_38xOdNmfC5S4F-iY8i-PRCzQUQo-psqZuHArCrSWN-x1zXmxxu61796LjpbRVyI8v8cO5PEJ8=,gAAAAABn1x_lxvCldqcIdFjUv-SyDftJiS8TUN21Tk59Z4lfwA2LFsB1ISx7ybsIOYsnV6nd9I6_lyVual3wn6iIuWIipCAkTw==,32
Lenovo,1.949207772175605,8,256,11.933428621215814,2.54351555255006,9217.451938184204,a8f08eb55c800687873d002b37272cd52d6eecfebc447846b63a322e2e404ba6,gAAAAABn1x_lw6VxL1C82nECRkaZ4kC2XlPLP4gXE9LsUQlJuE_B7Hyni_VQy5qcCglRzlBM8QOn6P5zF15PHMLH-8Tr4XK3sNMbVn1rxEaSj_FzMUAC7_U=,gAAAAABn1x_leB0VUz13qHgBZVCD_doQEljD7kXd268vghfv_gAVss22b8_Qp9orXdn1DKQ08uU8M3J--zNlB2bSahcMhHthow==,8
Lenovo,2.093858312309694,16,256,12.243637874406003,4.372073305700504,9783.633851651786,cc58ba579e5784ac063287ddd32239b4603d447f090b75d167d2074d79860359,gAAAAABn1x_l6r5eCn7d5Xxcx08JKAN0wSzFVD6ujelxJwqBJ5f1pQ1iDITVVVwZ8lUmAOR9aBT_OPwE1a8sHUll_imyeyRaSipv0V39_jUJI6lC3BHzpWc=,gAAAAABn1x_lv_E9OnIOPeszcFDj3zvVI9jPhtdxVUzKkJmiBhh_iSCp5YOrNikw7Jt5pvUaoLpfYSsUT1Jrfyxnzqhk9t916Q==,16
Acer,3.928487735104099,32,1000,14.783485649498552,3.154197729522335,33354.90259562436,9b63f051409e801279e913fffa317400d122fc844d660545fc693e271a002360,gAAAAABn1x_lMZ17Bhq5mlWZLoX2T2sYvwkZXrWu0rxj5eOGy9m7BSH52LtUVJl98jUbIiDpzDafkTCUk-4dtOwPlbk-LUh9OJg-Z64BmfPuLSofswCVn-s=,gAAAAABn1x_lrW_krG96okSo9XsSv1Uu7pF4h5tE-ozhYw0OEPYz7zmLUkJkiWaeNOOH31FILSJQcY2DEjQo4TMX30b1nsUbig==,32
Acer,1.9524423817737244,32,1000,12.318240742348404,3.3079855417117576,32611.790570357465,066b60f1a809e3ed1e70938e0a5dea271917316b28a63b62ca2503e64b8124f4,gAAAAABn1x_lZRiM2lq5x8s7Xzb_2SEUm9-pZmLqYaXBN4Yb0oRTKRi__88jtdT82ioKAiMJveSQ_qIJsqVoLxsJwM0SkL3D0TZZ6ytV27S8HvZEFB2XqUo=,gAAAAABn1x_lc48jFEeQNMimefrDDO17igBtJZvp7bYfy5gkYV1ghoN5eq7N9jIWcOyQfe4bSWagKl8nIFzuF58UXRakSDl3dA==,32
